10121000;CONTENIDO EXTRA APP CM;10121;200;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10121001;CONTENIDO EXTRA APP ESQUINA PORTADA;10121;300;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10121050;PC - CONTENIDO EXTRA APP ESQUINA PORTADA.;10121;-  ;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10130005;1 PÁGINA;10130;990;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10130006;1/2 HORIZONTAL;10130;595;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10130007;1/3 HORIZONTAL;10130;395;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10130008;ELABORACION PUBLICIDAD 1 PAG;10130;220;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10130050;PLAN COMUNICACIÓN COMPARTIDO;10130;-  ;TUR;CAR;PRINT;AUTOC;PUBPAP;PUBLI
10204001;MENCIÓN EN LINKEDIN;10204;400;TUR;CPROF;DIG;CPROF;RRSS;CONTE
10205001;BANNER 200 X 200;10205;210;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205002;NOTICIA DESTACADA EN WEB Y NEWSLETTER;10205;690;TUR;CPROF;DIG;CPROF;WEB;CONTE
10205003;BANNER 640 x 80;10205;290;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205004;BANNER 728 x 90;10205;290;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205005;BANNER 728x90 TOP CPM;10205;35;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205006;BANNER 640x80 CPM;10205;30;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205007;BANNER 300x250 CPM;10205;25;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205008;BANNER 728x90 FOOTER CPM;10205;25;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10205050;PC - NOTICIA DESTACADA;10205;-  ;TUR;CPROF;DIG;CPROF;WEB;PUBLI
10206001;NOTICIA DESTACADA;10206;390;TUR;CPROF;DIG;CPROF;NEWSL;CONTE
10206002;BANNER 468 x 60;10206;220;TUR;CPROF;DIG;CPROF;NEWSL;PUBLI
10206003;BANNER 300 X 100 (MES);10206;200;TUR;CPROF;DIG;CPROF;NEWSL;PUBLI
10206004;BANNER 150 X 150;10206;110;TUR;CPROF;DIG;CPROF;NEWSL;PUBLI
10206005;BANNER 728 X 90;10206;290;TUR;CPROF;DIG;CPROF;NEWSL;PUBLI
10206050;PC - NOTICIA DESTACADA;10206;-  ;TUR;CPROF;DIG;CPROF;WEB;CONTE
10301000;PORTADA;10301;1700;;;;;;
10301001;CONTRAPORTADA;10301;1585;;;;;;
10301002;INTERIOR PORTADA;10301;1285;;;;;;
10301003;INTERIOR CONTRAPORTADA;10301;1285;;;;;;
10301004;1 PÁGINA;10301;990;;;;;;
10301005;1/2 HORIZONTAL;10301;595;;;;;;
10301094;1/3 HORIZONTAL;10301;395;;;;;;
10401001;CONTRAPORTADA;10401;3330;;;;;;
10401002;INTERIOR PORTADA;10401;2810;;;;;;
10401003;INTERIOR CONTRAPORTADA;10401;2810;;;;;;
10401004;1 PAGINA (Camping);10401;2250;;;;;;
10401005;1/2 HORIZONTAL;10401;1350;;;;;;
10401007;1/3 HORIZONTAL;10401;690;;;;;;
10401009;1/4 HORIZONTAL;10401;895;;;;;;
10401011;1/2 HORIZONTAL BUNGALOWS;10401;1350;;;;;;
10401013;1 PAGINA (Caravaning/Otros);10401;1145;;;;;;
10401014;1/2 HORIZONTAL (Caravaning/Otros);10401;690;;;;;;
10401015;1/4 HORIZONTAL (Caravaning/Otros);10401;510;;;;;;
10401016;UPGRADE 1/4 A 1/2;10401;455;;;;;;
10401018;UPGRADE 1 PÁGINA A COLOR A 4ª  DE CUBIERTA.;10401;1080;;;;;;
10401019;MARCAPÁGINAS;10401;2325;;;;;;
10401050;PLAN COMUNICACION COMPARTIDO;10401;-  ;;;;;;
10401060;1/4 GUIA CAMPINGS+1/4 GUIA BUNGALOWS;10401;950;;;;;;
10401061;1 PAGINA + SEPARADOR;10401;4525;;;;;;
10401062;3/4 PAGINA COLOR;10401;1790;;;;;;
10401065;NEGRITA;10401;166;;;;;;
10401070;MODULO GUIA DE BUNGALOWS;10401;490;;;;;;
10401071;1/4 COLOR BUNGALOWS;10401;895;;;;;;
10401073;1 PÁGINA BUNGALOWS;10401;2250;;;;;;
10401090;ELABORACION PUBLICIDAD 1 PAG;10401;220;;;;;;
10401091;MODIFICACION PUBLICIDAD 1 PAG;10401;35;;;;;;
10401092;ELABORACION PUBLICIDAD 1/2 PAG;10401;160;;;;;;
10401093;MODIFICACION PUBLICIDAD 1/2 PAG;10401;35;;;;;;
10403001;EJEMPLARES Guía de Campings y Bungalows 2019;10403;9.62;;;;;;
10403002;PACK 10 GUIAS CAMPINGS;10403;75;;;;;;
10403003;PACK 25 GUIAS CAMPINGS;10403;162.50;;;;;;
10403004;PACK 40 GUIAS CAMPINGS;10403;220;;;;;;
10601001;FOTO DE PORTADA;10601;-  ;;;;;;
10601004;4 PAGINAS;10601;900;;;;;;
10601050;PLAN COMUNICACION COMPARTIDO;10601;-  ;;;;;;
10603001;EJEMPLARES VACACIONES BUNG.;10603;10.58;;;;;;
10603002;PACK 10 PV;10603;82.50;;;;;;
10603003;PACK 25 PV;10603;178.50;;;;;;
10603004;PACK 40 PV;10603;242;;;;;;
10801001;CONTRAPORTADA;10801;2690;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801002;INTERIOR PORTADA;10801;2290;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801003;INTERIOR CONTRAPORTADA;10801;2060;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801004;1 PAGINA;10801;1560;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801005;1/2 HORIZONTAL;10801;980;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801006;1/4 PAGINA MODULO;10801;500;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801011;MODULO GRANDE;10801;290;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801012;MODULO PEQUEÑO;10801;190;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801013;MARCAPAGINAS;10801;2150;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10801050;PLAN COMUNICACION COMPARTIDO;10801;-  ;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10803001;EJEMPLARES GAS;10803;11.54;TUR;CAR;PRINT;GAS;EJEMPL;CONTE
10803002;PACK 10 GAS;10803;90;TUR;CAR;PRINT;GAS;VTAEJE;CONTE
10803003;PACK 25 GAS;10803;195;TUR;CAR;PRINT;GAS;VTAEJE;CONTE
10803004;PACK 40 GAS;10803;264;TUR;CAR;PRINT;GAS;VTAEJE;CONTE
10821000;MARCA PATROCINADORA;10821;1000;TUR;CAR;PRINT;GAS;VTAEJE;CONTE
10821001;LOCALIZACIÓN DE DISTRIBUIDORES ANUAL;10821;100;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10821002;BANNER 320 X 416 (Anual);10821;2500;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10821003;CAMPING DESTACADO (Anual);10821;200;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10821004;ÁREA DESTACADA;10821;200;TUR;CAR;PRINT;GAS;PUBPAP;PUBLI
10821005;RUTA RECOMENDADA (Anual);10821;500;TUR;CAR;PRINT;GAS;VTAEJE;CONTE
10821050;PC - MARCA PATROCINADORA;10821;-  ;TUR;CAR;PRINT;GAS;VTAEJE;CONTE
10901000;PORTADA;10901;2890;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901001;CONTRAPORTADA;10901;1990;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901002;INTERIOR PORTADA;10901;1790;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901003;INTERIOR CONTRAPORTADA;10901;1590;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901004;1 PAGINA;10901;1390;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901005;1/2 HORIZONTAL;10901;845;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901006;1/2 VERTICAL;10901;845;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901007;1/3 HORIZONTAL;10901;735;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901008;1/3 VERTICAL;10901;735;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901009;1/4 HORIZONTAL;10901;605;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901010;1/4 VERTICAL;10901;605;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901011;1/4 MODULO;10901;605;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901013;2 PAGINAS ENCARADAS (DOBLE PAG);10901;2130;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901014;PORTADA DESPLEGABLE DOBLE;10901;4690;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901015;1 PAGINA (Página 3);10901;1490;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901016;NOTICIA;10901;490;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10901017;REPORTAJE;10901;1490;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10901018;ENTREVISTA;10901;910;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10901019;REPORTAJE 2 PÁG;10901;2190;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10901020;MENCIÓN EN REPORTAJE;10901;200;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10901050;PLAN COMUNICACION COMPARTIDO;10901;-  ;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901054;PUBLIRREPORTAJE (1 Pag);10901;1895;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10901055;PUBLIRREPORTAJE (2 Pags);10901;2190;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901056;ENCARTE;10901;-  ;TUR;CPROF;PRINT;CPROF;ENCAR;PUBLI
10901057;RECARGO POR EMPLAZAMIENTO (1 Pag);10901;200;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901058;RECARGO POR EMPLAZAMIENTO(1/2 Pag);10901;125;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901090;ELABORACION PUBLICIDAD 1 PAG;10901;220;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901091;MODIFICACION PUBLICIDAD 1 PAG;10901;35;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901092;ELABORACION PUBLICIDAD 1/2 PAG;10901;160;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10901093;UPGRADE DE 1P A PORTADA.;10901;1500;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10902000;Suscripcion 1 año PANORAMA;;-  ;TUR;CPROF;PRINT;CPROF;SUSCR;CONTE
10902001;Suscripción 2 años PANORAMA;10902;29.81;TUR;CPROF;PRINT;CPROF;SUSCR;CONTE
10903001;EJEMPLARES PANORAMA;10903;-  ;TUR;CPROF;PRINT;CPROF;VTAEJE;CONTE
10905001;BANNER 468 x 60;10905;800;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10906001;BANNER 300*150;10906;60;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
10906002;BANNER 468*60;10906;220;TUR;CPROF;PRINT;CPROF;PUBPAP;CONTE
10906003;NOTICIA DESTACADA;10906;690;TUR;CPROF;PRINT;CPROF;PUBPAP;PUBLI
11001001;CONTRAPORTADA;11001;1665;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001002;INTERIOR PORTADA;11001;1120;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001003;INTERIOR CONTRAPORTADA;11001;1120;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001004;1 PAGINA;11001;895;TUR;CAR;PRINT;SIC;GVISIT;PUBLI
11001005;1/2 HORIZONTAL;11001;620;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001011;1/4 MODULO;11001;375;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001012;1/6 MODULO;11001;365;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001030;MODULO DISTRIBUIDORES;11001;150;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001050;PLAN COMUNICACION COMPARTIDO;11001;-  ;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001057;RECARGO POR EMPLAZAMIENTO (1 Pag);11001;130;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001058;RECARGO POR EMPLAZAMIENTO (1/2 Pag);11001;90;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001090;ELABORACION PUBLICIDAD 1 PAG;11001;220;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11001091;MODIFICACION PUBLICIDAD 1 PAG;11001;50;TUR;CAM;EVE;SIC;GVISIT;PUBLI
11111026;VARIOS;11111;-  ;;;;;;
11111027;PATROCINIO ORO;11111;1900;;;;;;
11111028;PATROCINIO PLATA;11111;1600;;;;;;
11111029;VARIOS A PROCAMPING 2015;11111;23.97;;;;;;
11111030;VARIOS B  PROCAMPING 2015;11111;39.67;;;;;;
11111031;PATROCINIO BRONCE;11111;995;;;;;;
11111032;PATROCINIO DESAYUNO;11111;750;;;;;;
11405001;3.000 IMPRESIONES E-BOOK;11405;2500;TUR;CAM;DIG;CSALON;WEB;CONTE
11405002;HOSPEDAJE E-BOOK;11405;750;TUR;CAM;DIG;CSALON;WEB;CONTE
11405003;BANNER 960 x 90;11405;490;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405004;BANNER 300 x 150;11405;290;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405007;BANNER 468 x 60;11405;200;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405009;BANNER 200 x 200;11405;200;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405010;COLABORACIÓN MARCA MOTOR;11405;450;TUR;CAM;DIG;CSALON;WEB;CONTE
11405013;BANNER 200x100;11405;175;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405014;1.000 IMPRESIONES E-BOOK;11405;1000;TUR;CAM;DIG;CSALON;WEB;CONTE
11405015;COLABORACIÓN GUÍA DEL OCIO;11405;450;TUR;CAM;DIG;CSALON;WEB;CONTE
11405016;ESCAPADA;11405;690;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405017;COLABORACIÓN SAPOS Y PRINCESAS;11405;450;TUR;CAM;DIG;CSALON;COLAB;CONTE
11405018;NOTICIA DESTACADA;11405;490;TUR;CAM;DIG;CSALON;WEB;CONTE
11405019;COLABORACIÓN SAPOS Y PRINCESAS (EXCLUSIVO);11405;1400;TUR;CAM;DIG;CSALON;WEB;CONTE
11405025;PRE-PAGINA DE INICIO (INTERSTITIAL);11405;1500;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405026;REALIZACION BANNER;11405;155;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405028;REALIZACION BANNER SIMPLE;11405;50;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405030;PLAN COMUNICACION COMPARTIDO;11405;-  ;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405031;CAMPING MODULO A (+link) 1 AÑO;11405;280;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405032;CAMPING MODULO B (+link+fotos) 1 año;11405;495;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405033;FICHA EMPRESA GUIA PROFESIONAL;11405;515;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405034;GUIA DE MODELOS 1 AÑO;11405;1100;TUR;CAM;DIG;CSALON;WEB;CONTE
11405036;MERCADO USADOS (20 elementos)  1 año;11405;520;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405037;SECC. ACCESORIOS 1 AÑO;11405;520;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405038;SECC. ALQUILER 1 AÑO;11405;310;TUR;CAM;DIG;CSALON;WEB;CONTE
11405039;SECC. PARKING;11405;390;TUR;CAM;DIG;CSALON;WEB;CONTE
11405040;LINK DISTRIBUIDOR 1 MES (3 marcas);11405;55;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405041;LINK DISTRIBUIDOR 1 MES (todas marcas);11405;590;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405042;PATROCINIO SECC SEGUROS;11405;2940;TUR;CAM;DIG;CSALON;WEB;CONTE
11405043;PROYECTO PROMOCION CAMPING CHEQUE;11405;1500;TUR;CAM;DIG;CSALON;WEB;CONTE
11405047;GUÍA ACCESORIOS 1 AÑO;11405;750;TUR;CAM;DIG;CSALON;WEB;CONTE
11405048;BANNER 300 X 100;11405;290;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405050;PLAN COMUNICACION COMPARTIDO;11405;-  ;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405051;MÓDULO DIGITAL CAMPING;11405;495;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405070;AGENCIA DE PUBLICIDAD ON LINE.;11405;-  ;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405088;MENCIÓN EN POST;11405;300;TUR;CAM;DIG;CSALON;RRSS;CONTE
11405089;REPORTAJE CAMPING;11405;690;TUR;CAM;DIG;CSALON;WEB;CONTE
11405090;PATROCINIO E-BOOK;11405;2500;TUR;CAM;DIG;CSALON;WEB;CONTE
11405091;FACEBOOK (Campaña);11405;300;TUR;CAM;DIG;CSALON;WEB;CONTE
11405092;TWITTER (Campaña);11405;300;TUR;CAM;DIG;CSALON;WEB;CONTE
11405093;INSTAGRAM (Campaña);11405;300;TUR;CAM;DIG;CSALON;WEB;CONTE
11405094;YOUTUBE (Campaña);11405;300;TUR;CAM;DIG;CSALON;WEB;CONTE
11405095;ACTUALIZACIÓN E-BOOK;11405;1500;TUR;CAM;DIG;CSALON;WEB;CONTE
11405096;BANNER 970x250 FOOTER CPM;11405;30;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405097;BANNER 300x250 CPM;11405;30;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405098;BANNER 300x100 CPM;11405;25;TUR;CAM;DIG;CSALON;WEB;PUBLI
11405099;BANNER 960x90 TOP CPM;11405;35;TUR;CAM;DIG;CSALON;WEB;PUBLI
11406001;BANNER 728*90;11406;390;TUR;CAM;DIG;CSALON;NEWSL;PUBLI
11406002;BANNER 468*60;11406;150;TUR;CAM;DIG;CSALON;WEB;PUBLI
11406003;BANNER 300 x 100;11406;290;TUR;CAM;DIG;CSALON;NEWSL;PUBLI
11406004;NOTICIA DESTACADA EN WEB Y NEWSLETTER;11406;690;TUR;CAM;DIG;CSALON;NEWSL;CONTE
11406005;BANNER 300 X 100;11406;145;TUR;CAM;DIG;CSALON;NEWSL;PUBLI
11406006;BANNER 960 X 90;11406;390;TUR;CAM;DIG;CSALON;NEWSL;PUBLI
11406050;PLAN DE COMUNICACIÓN COMPARTIDO;11406;-  ;TUR;CAM;DIG;CSALON;NEWSL;PUBLI
11408001;MENCIÓN EN FACEBOOK;11408;490;TUR;CAM;DIG;CSALON;RRSS;CONTE
11421001;ELABORACIÓN BANNER;11421;200;TUR;CAM;DIG;CSALON;WEB;PUBLI
11421002;BANNER AÑO (320 X 50) IPHONE / ANDROID;11421;590;TUR;CAM;DIG;CSALON;APP;PUBLI
11421003;BANNER MES (320 x 50) IPHONE / ANDROID;11421;90;TUR;CAM;DIG;CSALON;WEB;PUBLI
11421004;BANNER (320 x 416) INTERGUÍA 1 AÑO ANDROID;11421;2500;TUR;CAM;DIG;CSALON;WEB;PUBLI
11421011;VIAJE RECOMENDADO IPHONE / ANDROID;11421;500;TUR;CAM;DIG;CSALON;WEB;CONTE
11421012;CAMPING DESTACADO IPHONE / ANDROID;11421;495;TUR;CAM;DIG;CSALON;APP;PUBLI
11421050;PC - CAMPING DESTACADO;11421;250;TUR;CAM;DIG;CSALON;APP;PUBLI
11503001;Ejemplares LRA;;-  ;TUR;CAM;PRINT;LIBRO;VTAEJE;CONTE
11503002;PACK 10 LIBROS RUTAS;11503;82.50;;;;;;
11503003;PACK 25 LIBROS RUTAS;11503;178.75;;;;;;
11503004;PACK 40 LIBROS RUTAS;11503;242;;;;;;
11609001;MAILING POSTAL;11609;-  ;;;;;;
11609002;E-MAILINGS;11609;-  ;;;;;;
11609003;ELABORACIÓN E-MAILING;11609;200;;;;;;
11609050;PLAN COMUNICACIÓN COMPARTIDO;11609;-  ;;;;;;
